Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Mum,2020-10-20 10:15:16,00:00:15,,Emily in Paris: Season 1: Family Affair (Episode 8),,Apple TV 3 (revised),00:27:36,Not latest view,AU (Australia)
Mum,2020-10-20 02:18:42,00:08:38,,Emily in Paris: Season 1: An American Auction in Paris (Episode 9),,Apple TV 3 (revised),00:08:38,Not latest view,AU (Australia)
Mum,2020-10-20 01:47:49,00:25:42,,Emily in Paris: Season 1: Family Affair (Episode 8),,Apple TV 3 (revised),00:27:23,Not latest view,AU (Australia)
Mum,2020-10-20 01:38:25,00:02:58,,Emily in Paris: Season 1: Family Affair (Episode 8),,Apple TV 3 (revised),00:01:50,Not latest view,AU (Australia)
Mum,2020-10-20 01:37:47,00:00:04,,Emily in Paris: Season 1: Family Affair (Episode 8),,Apple TV 3 (revised),00:27:15,Not latest view,AU (Australia)
Mum,2020-10-20 01:36:57,00:00:19,,Emily in Paris: Season 1: Cancel Couture (Episode 10),,Apple TV 3 (revised),00:02:19,Not latest view,AU (Australia)
Mum,2020-10-19 12:36:41,00:02:01,,Emily in Paris: Season 1: Cancel Couture (Episode 10),,Google Chromecast V5 Streaming Stick,00:02:09,Not latest view,AU (Australia)
Mum,2020-10-19 12:14:24,00:22:09,,Emily in Paris: Season 1: An American Auction in Paris (Episode 9),,Google Chromecast V5 Streaming Stick,00:22:17,Not latest view,AU (Australia)
Mum,2020-10-19 11:47:12,00:27:05,,Emily in Paris: Season 1: Family Affair (Episode 8),,Google Chromecast V5 Streaming Stick,00:27:13,Not latest view,AU (Australia)
Mum,2020-10-19 11:27:58,00:16:51,,Emily in Paris: Season 1: French Ending (Episode 7),,Google Chromecast V5 Streaming Stick,00:26:08,Not latest view,AU (Australia)
Mum,2020-10-19 11:27:24,00:00:11,,Emily in Paris: Season 1: French Ending (Episode 7),,Apple iPhone 8 (CDMA),00:09:30,Not latest view,AU (Australia)
Mum,2020-10-18 11:36:45,00:09:10,,Emily in Paris: Season 1: French Ending (Episode 7),,Google Chromecast V5 Streaming Stick,00:09:18,Not latest view,AU (Australia)
Mum,2020-10-18 11:08:23,00:27:32,,Emily in Paris: Season 1: Ringarde (Episode 6),,Google Chromecast V5 Streaming Stick,00:27:40,Not latest view,AU (Australia)
Mum,2020-10-18 10:43:38,00:24:38,,Emily in Paris: Season 1: Faux Amis (Episode 5),,Google Chromecast V5 Streaming Stick,00:24:46,Not latest view,AU (Australia)
Mum,2020-10-18 10:30:37,00:12:53,,Emily in Paris: Season 1: A Kiss Is Just a Kiss (Episode 4),,Google Chromecast V5 Streaming Stick,00:25:24,Not latest view,AU (Australia)
Mum,2020-10-18 10:30:07,00:00:10,,Emily in Paris: Season 1: A Kiss Is Just a Kiss (Episode 4),,Apple iPhone 8 (CDMA),00:12:42,Not latest view,AU (Australia)
Mum,2020-10-13 11:24:04,00:12:33,,Emily in Paris: Season 1: A Kiss Is Just a Kiss (Episode 4),,Apple TV 3 (revised),00:12:32,Not latest view,AU (Australia)
Mum,2020-10-13 10:59:18,00:24:41,,Emily in Paris: Season 1: Sexy or Sexist (Episode 3),,Apple TV 3 (revised),00:24:41,Not latest view,AU (Australia)
Mum,2020-10-13 10:34:02,00:25:03,,Emily in Paris: Season 1: Masculin Féminin (Episode 2),,Apple TV 3 (revised),00:25:03,Not latest view,AU (Australia)
Mum,2020-10-13 10:00:44,00:28:15,,Emily in Paris: Season 1: Emily in Paris (Episode 1),,Apple TV 3 (revised),00:28:15,Not latest view,AU (Australia)
Mum,2020-10-07 10:10:07,00:03:25,,Peaky Blinders: Season 1: Episode 2,,Apple TV 3 (revised),00:43:54,Not latest view,AU (Australia)
Mum,2020-10-04 10:59:40,00:40:31,,Peaky Blinders: Season 1: Episode 2,,Apple TV 3 (revised),00:40:31,Not latest view,AU (Australia)
Mum,2020-10-04 10:26:41,00:30:21,,Peaky Blinders: Season 1: Episode 1,,Apple TV 3 (revised),00:56:53,00:56:53,AU (Australia)
Mum,2020-10-04 08:43:06,01:04:25,,Wonder,,Apple TV 3 (revised),01:09:35,01:09:35,AU (Australia)
Mum,2020-10-04 08:37:24,00:05:13,,Wonder,,Apple TV 3 (revised),00:05:12,Not latest view,AU (Australia)
Mum,2020-09-30 12:17:24,00:00:06,,Peaky Blinders: Season 1: Episode 2,,Apple TV 3 (revised),00:00:06,Not latest view,AU (Australia)
Mum,2020-09-30 11:15:17,00:56:40,,Peaky Blinders: Season 1: Episode 1,,Apple TV 3 (revised),00:56:40,Not latest view,AU (Australia)
Mum,2020-09-28 09:36:01,02:06:37,,Pride & Prejudice,,Apple TV 3 (revised),02:06:37,02:06:37,AU (Australia)
Mum,2020-09-27 10:19:51,01:45:21,,The Good Liar,,Apple TV 3 (revised),01:45:21,01:45:21,AU (Australia)
Mum,2020-09-26 12:32:59,00:00:02,,Schitt's Creek: Season 1: Wine and Roses (Episode 6),,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-09-26 12:11:28,00:21:25,,Schitt's Creek: Season 1: The Cabin (Episode 5),,Apple TV 3 (revised),00:21:25,00:21:25,AU (Australia)
Mum,2020-09-26 11:49:53,00:21:28,,Schitt's Creek: Season 1: Bad Parents (Episode 4),,Apple TV 3 (revised),00:21:28,00:21:28,AU (Australia)
Mum,2020-09-26 09:44:21,01:33:32,,The Social Dilemma,,Apple TV 3 (revised),01:33:32,01:33:32,AU (Australia)
Mum,2020-09-25 11:02:27,00:29:24,,MINDHUNTER: Season 2: Episode 9,,Apple TV 3 (revised),01:13:57,01:13:57,AU (Australia)
Mum,2020-09-25 10:16:37,00:43:31,,MINDHUNTER: Season 2: Episode 9,,Apple TV 3 (revised),00:41:09,Not latest view,AU (Australia)
Mum,2020-09-24 13:00:52,00:00:09,,MINDHUNTER: Season 2: Episode 9,,Apple TV 3 (revised),00:00:08,Not latest view,AU (Australia)
Mum,2020-09-24 12:11:10,00:49:26,,MINDHUNTER: Season 2: Episode 8,,Apple TV 3 (revised),00:51:03,00:51:03,AU (Australia)
Mum,2020-09-24 11:26:48,00:40:15,,MINDHUNTER: Season 2: Episode 7,,Apple TV 3 (revised),00:56:06,00:56:06,AU (Australia)
Mum,2020-09-23 12:11:58,00:14:31,,MINDHUNTER: Season 2: Episode 7,,Apple TV 3 (revised),00:15:55,Not latest view,AU (Australia)
Mum,2020-09-23 11:15:59,00:55:43,,MINDHUNTER: Season 2: Episode 6,,Apple TV 3 (revised),00:56:42,00:56:42,AU (Australia)
Mum,2020-09-23 10:16:17,00:30:53,,MINDHUNTER: Season 2: Episode 5,,Apple TV 3 (revised),01:09:46,01:09:46,AU (Australia)
Mum,2020-09-23 10:15:29,00:00:11,,MINDHUNTER: Season 2: Episode 4,,Apple TV 3 (revised),00:00:10,00:00:10,AU (Australia)
Mum,2020-09-21 12:34:17,00:37:25,,MINDHUNTER: Season 2: Episode 5,,Apple TV 3 (revised),00:38:55,Not latest view,AU (Australia)
Mum,2020-09-21 11:45:59,00:47:59,,MINDHUNTER: Season 2: Episode 4,,Apple TV 3 (revised),00:49:00,Not latest view,AU (Australia)
Mum,2020-09-21 11:45:21,00:00:17,,MINDHUNTER: Season 2: Episode 1,,Apple TV 3 (revised),00:46:19,00:46:19,AU (Australia)
Mum,2020-09-20 12:53:35,00:00:09,,MINDHUNTER: Season 2: Episode 4,,Apple TV 3 (revised),00:00:08,Not latest view,AU (Australia)
Mum,2020-09-20 11:56:52,00:56:20,,MINDHUNTER: Season 2: Episode 3,,Apple TV 3 (revised),00:58:08,00:58:08,AU (Australia)
Mum,2020-09-20 11:13:03,00:42:45,,MINDHUNTER: Season 2: Episode 2,,Apple TV 3 (revised),00:44:21,00:44:21,AU (Australia)
Mum,2020-09-20 11:12:36,00:00:22,,MINDHUNTER: Season 2: Episode 1,,Apple TV 3 (revised),00:46:05,Not latest view,AU (Australia)
Mum,2020-09-19 12:15:57,00:01:04,,MINDHUNTER: Season 2: Episode 2,,Google Chromecast V5 Streaming Stick,00:01:08,Not latest view,AU (Australia)
Mum,2020-09-19 12:02:53,00:12:50,,MINDHUNTER: Season 2: Episode 1,,Google Chromecast V5 Streaming Stick,00:45:50,Not latest view,AU (Australia)
Mum,2020-09-19 12:02:33,00:00:11,,MINDHUNTER: Season 2: Episode 2,,Google Chromecast V5 Streaming Stick,00:00:15,Not latest view,AU (Australia)
Mum,2020-09-19 11:39:40,00:22:11,,MINDHUNTER: Season 2: Episode 1,,Google Chromecast V5 Streaming Stick,00:45:51,Not latest view,AU (Australia)
Mum,2020-09-19 11:39:00,00:00:10,,MINDHUNTER: Season 2: Episode 1,,Apple iPhone 8 (CDMA),00:00:11,Not latest view,AU (Australia)
Mum,2020-09-19 11:38:03,00:00:01,Autoplayed: user action: None; ,MINDHUNTER: Season 2: Episode 2,,Apple iPhone 8 (CDMA),00:00:06,Not latest view,AU (Australia)
Mum,2020-09-19 11:37:51,00:00:11,,MINDHUNTER: Season 2: Episode 1,,Apple iPhone 8 (CDMA),00:45:51,Not latest view,AU (Australia)
Mum,2020-09-19 11:37:23,00:00:04,,MINDHUNTER: Season 2: Episode 2,,Apple iPhone 8 (CDMA),00:00:05,Not latest view,AU (Australia)
Mum,2020-09-18 12:19:10,00:43:03,,MINDHUNTER: Season 2: Episode 1,,Apple TV 3 (revised),00:45:40,Not latest view,AU (Australia)
Mum,2020-09-18 11:23:02,00:48:49,,MINDHUNTER: Season 1: Episode 10,,Apple TV 3 (revised),00:52:49,00:52:49,AU (Australia)
Mum,2020-09-18 10:02:59,00:00:05,,Pride & Prejudice,,Apple iPhone 8 (CDMA),00:00:05,Not latest view,AU (Australia)
Mum,2020-09-16 11:54:16,00:00:11,,MINDHUNTER: Season 1: Episode 10,,Apple TV 3 (revised),00:00:11,Not latest view,AU (Australia)
Mum,2020-09-16 11:10:18,00:43:37,,MINDHUNTER: Season 1: Episode 9,,Apple TV 3 (revised),00:45:49,00:45:49,AU (Australia)
Mum,2020-09-13 12:38:33,00:00:02,,MINDHUNTER: Season 1: Episode 9,,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-09-13 11:46:52,00:51:23,,MINDHUNTER: Season 1: Episode 8,,Apple TV 3 (revised),00:51:23,00:51:23,AU (Australia)
Mum,2020-09-13 10:36:12,00:49:10,,MINDHUNTER: Season 1: Episode 7,,Apple TV 3 (revised),00:50:30,00:50:30,AU (Australia)
Mum,2020-09-11 12:29:26,00:01:25,,MINDHUNTER: Season 1: Episode 7,,Apple TV 3 (revised),00:01:24,Not latest view,AU (Australia)
Mum,2020-09-11 10:55:31,00:32:04,,MINDHUNTER: Season 1: Episode 6,,Apple TV 3 (revised),00:32:04,00:32:04,AU (Australia)
Mum,2020-09-11 10:02:54,00:39:38,,MINDHUNTER: Season 1: Episode 5,,Apple TV 3 (revised),00:39:38,00:39:38,AU (Australia)
Mum,2020-09-10 11:55:46,00:31:20,,The Crown: Season 3: Bubbikins (Episode 4),,Apple TV 3 (revised),00:31:48,Not latest view,AU (Australia)
Mum,2020-09-10 10:36:52,00:43:07,,Anne with an E: Season 3: The Better Feelings of My Heart (Episode 10),,Apple TV 3 (revised),00:43:42,00:43:42,AU (Australia)
Mum,2020-09-09 12:30:04,00:00:03,,MINDHUNTER: Season 1: Episode 5,,Apple TV 3 (revised),00:00:03,Not latest view,AU (Australia)
Mum,2020-09-09 11:31:12,00:51:41,,MINDHUNTER: Season 1: Episode 4,,Apple TV 3 (revised),00:51:41,00:51:41,AU (Australia)
Mum,2020-09-09 11:30:45,00:00:02,,Anne with an E: Season 3: The Better Feelings of My Heart (Episode 10),,Apple TV 3 (revised),00:00:01,Not latest view,AU (Australia)
Mum,2020-09-09 11:09:17,00:00:02,,Anne with an E: Season 3: The Better Feelings of My Heart (Episode 10),,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-09-09 10:23:19,00:43:51,,Anne with an E: Season 3: A Dense and Frightful Darkness (Episode 9),,Apple TV 3 (revised),00:43:45,00:43:45,AU (Australia)
Mum,2020-09-08 12:52:53,00:05:35,,The Crown: Season 3: Aberfan (Episode 3),,Apple TV 3 (revised),00:54:08,00:54:08,AU (Australia)
Mum,2020-09-08 12:52:12,00:00:15,,The Crown: Season 3: Bubbikins (Episode 4),,Apple TV 3 (revised),00:00:14,Not latest view,AU (Australia)
Mum,2020-09-08 11:48:15,00:52:09,,The Crown: Season 3: Aberfan (Episode 3),,Apple TV 3 (revised),00:53:18,Not latest view,AU (Australia)
Mum,2020-09-08 11:21:52,00:00:04,,Anne with an E: Season 3: A Dense and Frightful Darkness (Episode 9),,Apple TV 3 (revised),00:00:03,Not latest view,AU (Australia)
Mum,2020-09-08 10:41:15,00:40:17,,Anne with an E: Season 3: Great and Sudden Change (Episode 8),,Apple TV 3 (revised),00:43:58,00:43:58,AU (Australia)
Mum,2020-09-07 12:13:30,00:00:09,,The Crown: Season 3: Aberfan (Episode 3),,Apple TV 3 (revised),00:00:08,Not latest view,AU (Australia)
Mum,2020-09-07 11:24:08,00:38:46,,The Crown: Season 3: Margaretology (Episode 2),,Apple TV 3 (revised),00:45:50,00:45:50,AU (Australia)
Mum,2020-09-07 11:04:50,00:03:03,,Anne with an E: Season 3: Great and Sudden Change (Episode 8),,Apple TV 3 (revised),00:03:41,Not latest view,AU (Australia)
Mum,2020-09-07 10:21:07,00:43:15,,Anne with an E: Season 3: A Strong Effort of the Spirit of Good (Episode 7),,Apple TV 3 (revised),00:43:48,00:43:48,AU (Australia)
Mum,2020-09-07 10:15:58,00:00:02,,Anne with an E: Season 3: A Strong Effort of the Spirit of Good (Episode 7),,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-09-05 12:07:20,00:00:02,,MINDHUNTER: Season 1: Episode 4,,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-09-05 11:24:21,00:40:29,,MINDHUNTER: Season 1: Episode 3,,Apple TV 3 (revised),00:42:40,00:42:40,AU (Australia)
Mum,2020-09-05 11:08:31,00:15:45,,MINDHUNTER: Season 1: Episode 2,,Apple TV 3 (revised),00:53:28,00:53:28,AU (Australia)
Mum,2020-09-05 10:37:41,00:00:03,,Anne with an E: Season 3: A Strong Effort of the Spirit of Good (Episode 7),,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-09-05 09:51:52,00:42:30,,Anne with an E: Season 3: The Summit of My Desires (Episode 6),,Apple TV 3 (revised),00:43:51,00:43:51,AU (Australia)
Mum,2020-09-04 11:28:15,00:01:33,,Anne with an E: Season 3: The Summit of My Desires (Episode 6),,Google Chromecast V5 Streaming Stick,00:01:46,Not latest view,AU (Australia)
Mum,2020-09-04 10:44:54,00:43:11,,Anne with an E: Season 3: I Am Fearless and Therefore Powerful (Episode 5),,Google Chromecast V5 Streaming Stick,00:43:44,00:43:44,AU (Australia)
Mum,2020-09-04 10:44:28,00:00:03,,Anne with an E: Season 3: I Am Fearless and Therefore Powerful (Episode 5),,Apple iPhone 8 (CDMA),00:00:19,Not latest view,AU (Australia)
Mum,2020-09-03 11:19:39,00:00:11,,Anne with an E: Season 3: I Am Fearless and Therefore Powerful (Episode 5),,Google Chromecast V5 Streaming Stick,00:00:15,Not latest view,AU (Australia)
Mum,2020-09-03 10:36:15,00:43:12,,Anne with an E: Season 3: A Hope of Meeting You in Another World (Episode 4),,Google Chromecast V5 Streaming Stick,00:43:44,00:43:44,AU (Australia)
Mum,2020-09-03 10:21:51,00:00:01,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Apple iPhone 8 (CDMA),00:32:20,Not latest view,AU (Australia)
Mum,2020-09-03 10:20:57,00:00:01,,Young Wallander: Season 1: Episode 1,,Apple iPhone 8 (CDMA),00:00:00,00:00:00,AU (Australia)
Mum,2020-09-03 10:20:42,00:00:01,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Apple iPhone 8 (CDMA),00:09:16,Not latest view,AU (Australia)
Mum,2020-09-03 09:51:16,00:41:07,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Google Chromecast V5 Streaming Stick,00:43:48,00:43:48,AU (Australia)
Mum,2020-09-03 09:50:50,00:00:02,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Apple iPhone 8 (CDMA),00:13:33,Not latest view,AU (Australia)
Mum,2020-09-03 09:50:02,00:00:05,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Apple iPhone 8 (CDMA),00:13:31,Not latest view,AU (Australia)
Mum,2020-09-03 09:02:07,00:10:16,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Apple TV 3 (revised),00:13:26,Not latest view,AU (Australia)
Mum,2020-09-02 11:58:19,00:00:05,,Schitt's Creek: Season 1: Bad Parents (Episode 4),,Apple TV 3 (revised),00:00:05,Not latest view,AU (Australia)
Mum,2020-09-02 11:36:33,00:21:42,,"Schitt's Creek: Season 1: Don't Worry, It's His Sister (Episode 3)",,Apple TV 3 (revised),00:21:42,00:21:42,AU (Australia)
Mum,2020-09-02 11:01:44,00:21:41,,Schitt's Creek: Season 1: The Drip (Episode 2),,Apple TV 3 (revised),00:21:41,Not latest view,AU (Australia)
Mum,2020-09-02 10:58:00,00:03:02,,Schitt's Creek: Season 1: Our Cup Runneth Over (Episode 1),,Apple TV 3 (revised),00:03:02,Not latest view,AU (Australia)
Mum,2020-09-02 10:29:17,00:21:29,,Schitt's Creek: Season 1: Our Cup Runneth Over (Episode 1),,Apple TV 3 (revised),00:21:28,Not latest view,AU (Australia)
Mum,2020-09-02 10:22:05,00:02:41,,Anne with an E: Season 3: What Can Stop the Determined Heart (Episode 3),,Apple TV 3 (revised),00:03:18,Not latest view,AU (Australia)
Mum,2020-09-02 09:33:11,00:44:08,,Anne with an E: Season 3: There Is Something at Work in My Soul Which I Do Not Understand (Episode 2),,Apple TV 3 (revised),00:43:47,00:43:47,AU (Australia)
Mum,2020-09-01 11:06:06,01:13:18,,Eat Pray Love,,Apple TV 3 (revised),02:20:12,02:20:12,AU (Australia)
Mum,2020-09-01 11:03:44,00:00:07,,Anne with an E: Season 3: There Is Something at Work in My Soul Which I Do Not Understand (Episode 2),,Apple TV 3 (revised),00:00:06,Not latest view,AU (Australia)
Mum,2020-09-01 10:34:16,00:23:55,,Anne with an E: Season 3: A Secret Which I Desired to Divine (Episode 1),,Apple TV 3 (revised),00:43:59,00:43:59,AU (Australia)
Mum,2020-09-01 10:02:19,00:20:58,,Anne with an E: Season 3: A Secret Which I Desired to Divine (Episode 1),,Apple TV 3 (revised),00:20:40,Not latest view,AU (Australia)
Mum,2020-08-31 11:43:21,00:37:48,,MINDHUNTER: Season 1: Episode 2,,Apple TV 3 (revised),00:37:47,Not latest view,AU (Australia)
Mum,2020-08-31 11:22:57,00:17:12,,MINDHUNTER: Season 1: Episode 1,,Apple TV 3 (revised),00:57:35,00:57:35,AU (Australia)
Mum,2020-08-31 10:55:00,00:00:02,,Anne with an E: Season 3: A Secret Which I Desired to Divine (Episode 1),,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-08-31 10:03:14,00:43:31,,Anne with an E: Season 2: The Growing Good of the World (Episode 10),,Apple TV 3 (revised),00:43:39,00:43:39,AU (Australia)
Mum,2020-08-30 11:29:53,00:33:41,,MINDHUNTER: Season 1: Episode 1,,Apple TV 3 (revised),00:40:26,Not latest view,AU (Australia)
Mum,2020-08-30 10:59:35,00:00:01,,Anne with an E: Season 2: The Growing Good of the World (Episode 10),,Apple iPhone 8 (CDMA),00:00:01,Not latest view,AU (Australia)
Mum,2020-08-30 10:59:13,00:02:25,,Anne with an E: Season 2: The Growing Good of the World (Episode 10),,Google Chromecast V5 Streaming Stick,00:02:29,Not latest view,AU (Australia)
Mum,2020-08-30 10:16:51,00:42:11,,Anne with an E: Season 2: What We Have Been Makes Us What We Are (Episode 9),,Google Chromecast V5 Streaming Stick,00:43:44,00:43:44,AU (Australia)
Mum,2020-08-30 10:16:25,00:00:04,,Anne with an E: Season 2: What We Have Been Makes Us What We Are (Episode 9),,Apple iPhone 8 (CDMA),00:01:05,Not latest view,AU (Australia)
Mum,2020-08-29 11:19:27,01:07:02,,Eat Pray Love,,Google Chromecast V5 Streaming Stick,01:07:02,Not latest view,AU (Australia)
Mum,2020-08-29 10:54:10,00:00:57,,Anne with an E: Season 2: What We Have Been Makes Us What We Are (Episode 9),,Google Chromecast V5 Streaming Stick,00:01:01,Not latest view,AU (Australia)
Mum,2020-08-29 10:10:46,00:43:13,,Anne with an E: Season 2: Struggling Against the Perception of Facts (Episode 8),,Google Chromecast V5 Streaming Stick,00:43:45,00:43:45,AU (Australia)
Mum,2020-08-29 09:27:25,00:43:11,,Anne with an E: Season 2: Memory Has as Many Moods as the Temper (Episode 7),,Google Chromecast V5 Streaming Stick,00:43:44,00:43:44,AU (Australia)
Mum,2020-08-29 09:26:56,00:00:03,,Anne with an E: Season 2: Memory Has as Many Moods as the Temper (Episode 7),,Apple iPhone 8 (CDMA),00:00:03,Not latest view,AU (Australia)
Mum,2020-08-28 10:59:03,00:43:41,,Anne with an E: Season 2: I Protest Against Any Absolute Conclusion (Episode 6),,Apple TV 3 (revised),00:43:40,00:43:40,AU (Australia)
Mum,2020-08-28 10:02:35,00:42:31,,Anne with an E: Season 2: The Determining Acts of Her Life (Episode 5),,Apple TV 3 (revised),00:42:59,00:42:59,AU (Australia)
Mum,2020-08-27 11:02:02,00:00:04,,Anne with an E: Season 2: The Determining Acts of Her Life (Episode 5),,Apple TV 3 (revised),00:00:04,Not latest view,AU (Australia)
Mum,2020-08-27 10:16:39,00:43:18,,Anne with an E: Season 2: The Painful Eagerness of Unfed Hope (Episode 4),,Apple TV 3 (revised),00:43:50,00:43:50,AU (Australia)
Mum,2020-08-26 12:10:12,00:09:47,,MINDHUNTER: Season 1: Episode 1,,Apple TV 3 (revised),00:09:46,Not latest view,AU (Australia)
Mum,2020-08-26 11:40:26,00:23:37,,Selling Sunset: Season 1: If Looks Could Sell (Episode 1),,Apple TV 3 (revised),00:26:46,00:26:46,AU (Australia)
Mum,2020-08-26 11:27:48,00:06:32,,Selling Sunset: Season 1: If Looks Could Sell (Episode 1),,Apple TV 3 (revised),00:06:32,Not latest view,AU (Australia)
Mum,2020-08-26 10:30:56,00:07:47,,The Crown: Season 3: Margaretology (Episode 2),,Apple TV 3 (revised),00:07:47,Not latest view,AU (Australia)
Mum,2020-08-25 11:35:18,00:00:23,,Anne with an E: Season 2: The Painful Eagerness of Unfed Hope (Episode 4),,Apple TV 3 (revised),00:00:22,Not latest view,AU (Australia)
Mum,2020-08-25 10:46:11,00:43:28,,Anne with an E: Season 2: The True Seeing Is Within (Episode 3),,Apple TV 3 (revised),00:43:59,00:43:59,AU (Australia)
Mum,2020-08-24 10:23:31,00:00:02,,Anne with an E: Season 2: The True Seeing Is Within (Episode 3),,Apple TV 3 (revised),00:00:01,Not latest view,AU (Australia)
Mum,2020-08-24 09:46:19,00:33:40,,"Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2)",,Apple TV 3 (revised),00:43:54,00:43:54,AU (Australia)
Mum,2020-08-22 23:08:16,00:30:43,,"Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2)",,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,00:00:00,Not latest view,AU (Australia)
Mum,2020-08-22 22:40:46,00:00:01,,"Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2)",,Apple iPhone 8 (CDMA),00:10:34,Not latest view,AU (Australia)
Mum,2020-08-22 22:32:01,00:06:36,,"Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2)",,Apple iPhone 8 (CDMA),00:10:32,Not latest view,AU (Australia)
Mum,2020-08-19 12:26:12,00:00:03,,The Crown: Season 3: Margaretology (Episode 2),,Google Chromecast V5 Streaming Stick,00:00:14,Not latest view,AU (Australia)
Mum,2020-08-19 11:40:25,00:45:38,,The Crown: Season 3: Olding (Episode 1),,Google Chromecast V5 Streaming Stick,00:45:38,00:45:38,AU (Australia)
Mum,2020-08-19 11:40:01,00:00:04,,The Crown: Season 3: Olding (Episode 1),,Apple iPhone 8 (CDMA),00:00:04,Not latest view,AU (Australia)
Mum,2020-08-18 11:44:14,00:59:39,,The Crown: Season 2: Mystery Man (Episode 10),,Apple TV 3 (revised),00:59:39,00:59:39,AU (Australia)
Mum,2020-08-18 11:27:19,00:13:42,,The Crown: Season 2: Paterfamilias (Episode 9),,Apple TV 3 (revised),00:58:29,00:58:29,AU (Australia)
Mum,2020-08-17 10:46:28,00:04:02,,"Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2)",,Apple TV 3 (revised),00:04:01,Not latest view,AU (Australia)
Mum,2020-08-17 10:01:25,00:44:59,,Anne with an E: Season 2: Youth Is the Season of Hope (Episode 1),,Apple TV 3 (revised),00:44:59,00:44:59,AU (Australia)
Mum,2020-08-16 10:23:41,00:43:34,,Anne with an E: Season 1: Wherever You Are Is My Home (Episode 7),,Apple TV 3 (revised),00:44:07,00:44:07,AU (Australia)
Mum,2020-08-16 09:31:03,00:43:34,,Anne with an E: Season 1: Remorse Is the Poison of Life (Episode 6),,Apple TV 3 (revised),00:43:47,00:43:47,AU (Australia)
Mum,2020-08-15 10:40:12,00:39:29,,Anne with an E: Season 1: Tightly Knotted to a Similar String (Episode 5),,Apple TV 3 (revised),00:43:56,00:43:56,AU (Australia)
Mum,2020-08-14 11:03:21,00:04:47,,Anne with an E: Season 1: Tightly Knotted to a Similar String (Episode 5),,Apple TV 3 (revised),00:05:00,Not latest view,AU (Australia)
Mum,2020-08-14 10:19:17,00:43:59,,Anne with an E: Season 1: An Inward Treasure Born (Episode 4),,Apple TV 3 (revised),00:43:59,00:43:59,AU (Australia)
Mum,2020-08-13 10:58:25,00:00:03,,Anne with an E: Season 1: An Inward Treasure Born (Episode 4),,Apple TV 3 (revised),00:00:02,Not latest view,AU (Australia)
Mum,2020-08-13 10:14:14,00:43:59,,Anne with an E: Season 1: But What Is So Headstrong as Youth? (Episode 3),,Apple TV 3 (revised),00:43:59,00:43:59,AU (Australia)
Mum,2020-08-11 12:26:23,00:13:07,,The Crown: Season 2: Mystery Man (Episode 10),,Apple TV 3 (revised),00:13:06,Not latest view,AU (Australia)
Mum,2020-08-11 11:28:59,00:57:19,,The Crown: Season 2: Paterfamilias (Episode 9),,Apple TV 3 (revised),00:58:29,Not latest view,AU (Australia)
Mum,2020-07-31 11:07:24,00:00:01,Autoplayed: user action: None; ,Money Heist: Part 1: Episode 3,,Apple iPhone 8 (CDMA),00:00:07,00:00:07,AU (Australia)
Mum,2020-07-31 10:40:32,00:26:30,,Money Heist: Part 1: Episode 2,,Apple iPhone 8 (CDMA),00:40:37,00:40:37,AU (Australia)
Mum,2020-07-30 09:59:13,00:35:38,,Jack Irish: Dead Point,,Apple TV 3 (revised),01:22:07,01:22:07,AU (Australia)
Mum,2020-07-29 11:48:29,00:46:37,,Jack Irish: Dead Point,,Apple TV 3 (revised),00:46:37,Not latest view,AU (Australia)
Mum,2020-07-29 11:29:01,00:19:08,,Jack Irish: Black Tide,,Apple TV 3 (revised),01:32:37,01:32:37,AU (Australia)
Mum,2020-07-29 11:28:05,00:00:17,,Jack Irish: Bad Debts,,Apple TV 3 (revised),00:00:17,00:00:17,AU (Australia)
Mum,2020-07-28 12:18:29,00:00:45,,The Crown: Season 2: Paterfamilias (Episode 9),,Google Chromecast V5 Streaming Stick,00:01:17,Not latest view,AU (Australia)
